NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,CD,KV40,Water,Status,Outliers,Interpretation
19.0,18.0,3.4,0.5,9.7,49.0,2.4,1.5,3.8,0.0,1.9,0.5,0.0,0.2,3903.0,20.0,1294.0,151.0,1619.0,1.0,0.1,3.9,0.0,111.9,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
16.0,7.4,1.1,0.4,3.6,27.0,0.4,0.9,1.0,0.0,1.0,0.1,0.0,0.1,3331.0,12.0,1069.0,128.0,1382.0,0.6,0.0,0.7,0.0,110.6,0.1,Normal,[],Condition satisfactory.
17.0,9.1,1.2,0.4,4.9,56.0,0.5,0.0,0.4,0.0,1.4,0.1,0.0,0.1,3698.0,13.0,1198.0,141.0,1522.0,0.8,0.0,0.6,0.0,110.9,0.1,Normal,[],Condition satisfactory.
16.0,11.0,1.8,0.5,4.6,44.0,0.9,0.8,0.7,0.0,1.4,1.0,0.0,0.1,3378.0,12.0,1098.0,132.0,1380.0,1.2,0.2,0.6,0.0,110.6,0.1,Normal,[],Condition satisfactory.
16.0,9.3,1.3,0.4,1.9,48.0,2.4,0.5,0.8,0.0,1.2,0.1,0.0,0.2,3828.0,13.0,1251.0,138.0,1625.0,0.5,0.1,1.3,0.0,111.2,0.1,Normal,[],Condition satisfactory.
14.0,9.2,1.2,0.5,3.6,60.0,0.5,0.8,0.4,0.0,1.9,0.1,0.1,0.1,3545.0,12.0,1128.0,129.0,1489.0,0.6,0.1,1.2,0.0,111.3,0.1,Normal,[],Condition satisfactory.
14.0,7.3,1.2,0.3,4.8,38.0,0.4,0.4,1.1,0.0,1.2,0.1,0.1,0.1,3568.0,11.0,1152.0,129.0,1523.0,0.6,0.1,1.2,0.0,110.8,0.1,Normal,[],Condition satisfactory.
15.0,12.0,3.4,0.8,8.0,96.0,1.8,1.1,0.6,0.0,2.1,0.2,0.1,0.3,3182.0,12.0,1186.0,121.0,1320.0,2.1,0.1,1.0,0.1,114.3,0.1,Normal,[],Condition satisfactory.
15.0,9.4,2.1,0.5,4.2,58.0,0.8,1.5,1.0,0.0,1.3,0.2,0.1,0.2,3290.0,12.0,1230.0,125.0,1375.0,1.2,0.1,0.8,0.0,115.0,0.1,Normal,[],Condition satisfactory.
16.0,9.3,2.8,0.6,5.0,49.0,3.4,0.5,0.9,0.1,1.4,0.2,0.1,0.3,3321.0,12.0,1236.0,126.0,1402.0,1.9,0.1,0.7,0.0,114.8,0.1,Normal,[],Condition satisfactory.
16.0,16.0,3.6,1.5,27.0,200.0,0.0,0.5,0.3,0.0,3.8,0.7,0.1,0.1,2919.0,12.0,1458.0,109.0,1203.0,1.0,0.0,0.5,0.0,129.2,0.1,Normal,[],Condition satisfactory.
16.0,16.0,3.2,1.3,26.0,183.0,0.2,1.4,0.7,0.0,3.7,0.9,0.1,0.1,2964.0,12.0,1459.0,111.0,1223.0,1.3,0.0,0.5,0.0,127.1,0.1,Normal,[],Condition satisfactory.
15.0,15.0,3.9,1.7,33.0,262.0,0.0,2.1,0.5,0.0,4.2,0.7,0.1,0.1,2620.0,11.0,1370.0,98.0,1071.0,1.5,0.1,1.0,0.0,129.7,0.1,Normal,[],Condition satisfactory. 
15.0,23.0,6.0,1.2,37.0,156.0,0.6,0.0,0.9,0.0,4.2,0.6,0.0,0.2,2923.0,12.0,1217.0,106.0,1213.0,0.6,0.0,1.4,0.0,117.1,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
12.0,16.0,5.6,1.6,59.0,245.0,0.6,1.9,1.3,0.0,7.1,0.7,0.1,0.1,2608.0,9.3,1442.0,97.0,1083.0,1.1,0.1,0.6,0.0,125.4,0.1,Normal,[],Condition satisfactory.
15.0,12.0,3.9,1.0,38.0,121.0,1.5,1.9,1.4,0.0,3.8,0.3,0.1,0.2,3311.0,12.0,1194.0,125.0,1401.0,0.6,0.4,0.8,0.1,111.6,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
12.0,7.3,1.4,0.3,4.7,29.0,0.5,0.2,0.1,0.0,1.1,0.0,0.0,0.7,3411.0,9.7,1013.0,103.0,1355.0,0.7,0.0,1.2,0.0,114.1,0.1,Normal,[],Condition satisfactory.
13.0,9.6,1.9,0.3,1.3,28.0,0.3,0.0,0.0,0.0,0.8,0.1,0.0,0.7,3266.0,10.0,977.0,101.0,1290.0,0.5,0.0,0.9,0.0,114.8,0.1,Normal,[],Condition satisfactory.
13.0,8.8,1.6,0.3,3.6,27.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.4,3469.0,9.3,1027.0,103.0,1370.0,0.6,0.0,0.9,0.0,114.1,0.1,Normal,[],Condition satisfactory.
12.0,12.0,2.2,0.7,11.0,83.0,0.0,0.4,0.6,0.0,2.4,0.6,0.0,0.4,2835.0,9.2,1246.0,81.0,1149.0,0.2,0.0,0.1,0.0,125.4,0.1,Normal,[],Condition satisfactory.
12.0,16.0,3.7,0.8,20.0,100.0,0.0,0.9,0.5,0.0,3.3,0.7,0.0,0.4,2666.0,8.8,1279.0,78.0,1067.0,0.5,0.0,0.3,0.0,129.6,0.1,Normal,[],Condition satisfactory.
11.0,11.0,3.0,0.8,19.0,107.0,0.0,0.9,0.6,0.0,3.2,0.4,0.0,0.5,2633.0,8.4,1278.0,76.0,1067.0,0.5,0.0,0.1,0.0,127.8,0.1,Normal,[],Condition satisfactory.
9.1,8.7,3.3,0.6,15.0,74.0,2.0,0.2,1.3,0.0,4.3,0.1,0.0,0.7,2390.0,7.6,1311.0,79.0,979.0,1.8,0.0,0.9,0.0,129.2,0.1,Normal,[],Condition satisfactory.
9.2,8.2,2.4,0.8,10.0,92.0,1.7,0.2,1.4,0.0,11.0,0.1,0.0,0.5,2502.0,8.5,1311.0,83.0,1022.0,2.4,0.0,0.4,0.0,127.6,0.1,Normal,[],Condition satisfactory.
2.7,9.9,2.8,0.9,23.0,159.0,0.0,0.7,0.0,0.0,3.4,0.2,0.0,0.7,113.0,1.6,1812.0,7.0,55.0,0.5,0.0,0.0,0.0,192.5,0.1,Serious,"['CA', 'ZN']",Visible debris present. Viscosity not consistent with stated grade but consistent with previous sample. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
14.0,6.5,1.5,0.1,3.0,6.2,0.2,0.2,0.6,0.0,0.3,0.0,0.0,0.5,3330.0,9.9,1005.0,97.0,1338.0,0.0,0.6,0.3,0.0,116.9,0.1,Normal,[],Condition satisfactory.
2.7,12.0,3.0,1.0,21.0,161.0,0.1,0.7,0.0,0.0,3.7,0.3,0.0,0.5,50.0,1.5,1876.0,4.5,35.0,0.4,0.0,0.0,0.0,195.3,0.1,Serious,"['CA', 'B', 'ZN']",Viscosity not consistent with stated grade. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
13.0,16.0,4.9,1.5,54.0,547.0,2.1,1.1,3.2,0.0,4.4,0.2,0.1,0.1,3240.0,13.0,1076.0,121.0,1392.0,0.6,0.1,4.2,0.0,105.8,0.1,Normal,[],Condition satisfactory.
11.0,13.0,4.6,2.4,50.0,846.0,2.2,2.0,2.1,0.0,6.2,0.2,0.2,0.1,2261.0,14.0,810.0,85.0,1088.0,1.0,0.2,3.0,0.0,75.0,0.1,Serious,['FE'],Viscosity not consistent with stated grade. Visible debris present but wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
17.0,15.0,7.1,3.1,77.0,1169.0,3.5,1.5,1.8,0.0,8.2,0.3,0.1,0.1,3283.0,17.0,1087.0,126.0,1375.0,0.9,0.1,3.5,0.0,103.8,0.1,Caution,['FE'],The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Resample at the next service intervention.
16.0,9.5,1.7,0.4,27.0,68.0,1.5,0.0,3.2,0.0,0.9,0.1,0.1,0.1,3382.0,15.0,1105.0,130.0,1422.0,0.2,0.3,1.0,0.0,103.7,0.1,Normal,[],Condition satisfactory.
13.0,13.0,6.0,2.1,38.0,265.0,2.2,0.6,1.6,0.0,4.8,0.4,0.1,0.2,2800.0,18.0,1310.0,111.0,1161.0,1.3,0.1,1.9,0.1,117.6,0.1,Normal,[],Condition satisfactory.
11.0,11.0,5.4,1.6,32.0,160.0,0.9,0.0,1.4,0.0,4.0,0.3,0.0,0.1,2689.0,17.0,1300.0,103.0,1140.0,0.9,0.1,1.1,0.0,118.0,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
12.0,9.0,3.8,1.0,32.0,125.0,1.1,0.0,2.6,0.0,4.7,0.4,0.1,0.1,2814.0,14.0,1364.0,110.0,1164.0,0.8,0.0,0.8,0.1,118.2,0.1,Normal,[],Condition satisfactory.
15.0,13.0,4.8,1.5,32.0,141.0,5.1,0.0,2.5,0.0,4.2,0.2,0.1,0.2,2594.0,18.0,1352.0,104.0,1116.0,3.2,0.1,0.6,0.0,127.7,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
14.0,12.0,4.1,1.0,22.0,106.0,2.3,0.5,2.4,0.0,3.2,0.2,0.0,0.4,2390.0,16.0,1322.0,101.0,1003.0,2.5,0.1,0.9,0.1,128.0,0.1,Normal,[],Condition satisfactory.
9.2,9.5,3.3,0.2,0.7,100.0,3.2,0.1,0.0,0.0,1.0,0.0,0.0,0.0,1261.0,3.4,585.0,136.0,489.0,0.1,0.0,1.6,0.0,26.9,0.1,Serious,[],Viscosity not consistent with stated grade. Wear appears satisfactory. No significant contamination. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
12.0,12.0,3.1,1.2,14.0,108.0,1.9,0.4,2.7,0.0,9.4,0.2,0.2,0.5,2807.0,17.0,1428.0,93.0,1155.0,2.1,0.1,0.5,0.1,127.4,0.1,Normal,[],Condition satisfactory.
12.0,11.0,3.1,1.2,8.1,102.0,1.6,0.5,3.1,0.2,19.0,0.4,0.3,0.6,2744.0,17.0,1406.0,95.0,1124.0,2.2,0.3,0.5,0.2,127.7,0.1,Normal,['MN'],Condition satisfactory.
16.0,9.3,2.7,0.3,27.0,45.0,1.7,0.0,6.6,0.0,0.7,0.2,0.1,0.1,3158.0,27.0,1002.0,124.0,1323.0,0.2,0.1,3.6,0.0,108.7,0.1,Normal,[],Condition satisfactory.
18.0,15.0,4.3,0.7,129.0,164.0,3.4,0.0,6.4,0.0,2.2,0.3,0.1,0.6,3060.0,28.0,1013.0,131.0,1255.0,0.8,0.1,6.8,0.1,107.6,0.1,Normal,[],Condition satisfactory.
20.0,10.0,3.5,1.0,13.0,33.0,2.5,0.0,8.3,0.8,1.5,0.9,0.8,0.9,3187.0,26.0,1021.0,137.0,1322.0,1.3,0.8,3.5,0.8,109.8,0.1,Normal,['MO'],Condition satisfactory.
3.5,4.2,2.2,1.1,52.0,129.0,2.3,0.5,0.4,0.0,2.9,0.8,0.0,1.1,46.0,4.0,842.0,91.0,77.0,0.9,0.1,0.8,0.0,119.2,0.1,Caution,"['CA', 'ZN']",The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Resample at the next service intervention.
13.0,11.0,3.6,1.1,18.0,91.0,4.4,0.0,2.7,0.0,3.1,0.3,0.1,0.3,2476.0,18.0,1329.0,105.0,1064.0,2.2,0.1,1.0,0.0,127.1,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule. 
13.0,19.0,2.9,0.8,11.0,88.0,1.8,0.0,8.8,0.0,30.0,0.2,0.0,0.3,2214.0,19.0,1342.0,101.0,917.0,2.0,0.2,0.6,0.0,121.7,0.1,Normal,"['MO', 'MN']",Condition satisfactory.
14.0,18.0,2.8,0.8,11.0,85.0,1.8,0.0,9.5,0.0,20.0,0.2,0.1,0.4,2392.0,21.0,1431.0,112.0,997.0,1.7,0.1,0.5,0.0,121.1,0.1,Normal,"['MO', 'MN']",Condition satisfactory.
15.0,21.0,3.9,0.8,5.3,96.0,1.5,0.0,7.3,0.0,26.0,0.5,0.1,0.3,2692.0,17.0,1238.0,117.0,1115.0,1.9,0.1,1.4,0.0,118.7,0.1,Normal,['MN'],Condition satisfactory.
9.6,8.2,2.9,0.8,9.9,95.0,3.0,0.3,1.7,0.0,11.0,0.1,0.1,0.6,2640.0,8.6,1351.0,84.0,1089.0,2.6,0.1,0.4,0.0,128.9,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
2.6,13.0,2.9,1.0,20.0,163.0,0.0,1.0,0.0,0.0,3.6,0.4,0.0,0.5,27.0,1.3,1819.0,3.8,22.0,0.6,0.0,0.1,0.0,194.9,0.1,Serious,"['CA', 'B', 'ZN']",Viscosity not consistent with stated grade but consistent with previous sample. The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
2.9,8.7,4.5,2.6,263.0,445.0,7.3,6.5,0.6,0.0,7.0,0.5,0.1,0.6,27.0,3.7,820.0,38.0,131.0,2.4,0.2,1.1,0.1,120.0,0.1,Serious,"['CU', 'SN', 'CA']",Visible debris present. The levels of Copper and Tin suggest possible wear of a bearing or bush type material. Advice : Change oil if not changed when sampled.
2.9,17.0,6.1,3.6,357.0,567.0,9.1,13.0,0.7,0.0,8.7,0.9,0.1,0.5,43.0,4.4,832.0,26.0,202.0,3.7,0.1,1.0,0.0,121.0,0.1,Serious,"['CU', 'SN', 'CA']",The levels of Copper and Tin suggest possible wear of a bearing or bush type material. Advice : Change oil if not changed when sampled.
14.0,9.3,3.1,0.7,24.0,109.0,1.2,0.4,3.5,0.0,1.9,0.2,0.1,0.3,3186.0,20.0,1173.0,123.0,1336.0,0.5,0.1,1.1,0.0,108.5,0.1,Normal,[],Condition satisfactory.
14.0,18.0,2.4,1.3,15.0,129.0,3.7,1.0,0.8,0.0,3.3,0.2,0.0,0.4,2463.0,9.1,1400.0,95.0,1021.0,3.8,0.1,0.6,0.0,123.8,0.1,Normal,[],Condition satisfactory.
14.0,17.0,2.7,1.1,27.0,90.0,2.7,0.2,0.7,0.0,3.0,0.2,0.0,0.9,2349.0,8.9,1359.0,87.0,1010.0,2.8,0.2,0.5,0.0,128.5,0.1,Normal,[],Condition satisfactory.
13.0,13.0,1.5,0.9,8.3,114.0,2.2,0.3,0.5,0.0,3.7,0.2,0.0,0.8,2521.0,9.9,1331.0,94.0,1074.0,3.0,0.1,0.3,0.1,124.0,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
16.0,28.0,12.0,1.3,153.0,346.0,3.1,1.7,1.7,0.0,3.9,0.5,0.1,0.5,3011.0,14.0,1071.0,131.0,1270.0,1.1,0.3,13.0,0.0,104.3,0.1,Normal,['K'],Condition satisfactory. 
12.0,36.0,16.0,3.2,270.0,876.0,6.7,6.5,1.3,0.0,9.1,0.7,0.2,0.4,1904.0,15.0,941.0,131.0,913.0,2.2,0.2,11.0,0.0,94.3,0.1,Serious,"['CU', 'FE', 'SN', 'K']",Visible debris present. The levels of Copper and Tin suggest possible wear of a bearing or bush type material. Advice : Change oil if not changed when sampled.
16.0,42.0,20.0,2.7,296.0,713.0,6.2,5.0,1.7,0.0,6.2,0.8,0.2,1.8,2470.0,14.0,950.0,106.0,1129.0,2.0,0.2,15.0,0.0,88.6,0.1,Serious,"['AL', 'CU', 'FE', 'SN', 'K']",The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled.  
14.0,9.2,2.4,0.6,16.0,106.0,0.0,0.0,3.4,0.0,1.8,0.2,0.0,0.3,3201.0,21.0,1155.0,122.0,1336.0,0.5,0.0,1.1,0.0,108.6,0.1,Normal,[],Condition satisfactory.
15.0,59.0,11.0,2.5,252.0,329.0,5.0,6.6,3.3,0.0,6.9,0.4,0.1,0.4,3114.0,24.0,1126.0,116.0,1363.0,2.7,0.0,1.2,0.0,109.4,0.1,Serious,"['SI', 'CU', 'SN']",The levels of Copper and Tin suggest possible wear of a bearing or bush type material. Advice : Change oil if not changed when sampled.
17.0,18.0,5.8,0.7,37.0,86.0,1.2,0.0,1.2,0.0,2.0,0.4,0.1,0.3,3387.0,12.0,1122.0,128.0,1438.0,0.3,0.1,1.4,0.0,111.2,0.1,Normal,[],Condition satisfactory.
5.8,9.6,3.4,0.7,15.0,91.0,0.3,0.0,1.9,0.0,1.9,0.2,0.1,0.2,2885.0,12.0,1075.0,29.0,1293.0,0.5,0.1,0.7,0.0,57.3,0.1,Serious,[],Viscosity not consistent with stated grade but consistent with previous sample. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
16.0,18.0,7.2,0.7,47.0,79.0,1.0,0.0,1.2,0.0,2.2,0.4,0.1,0.3,3147.0,12.0,1036.0,120.0,1368.0,0.2,0.1,1.4,0.0,109.9,0.1,Normal,[],Condition satisfactory.
13.0,8.4,1.1,0.3,27.0,36.0,145.0,1.3,2.8,0.0,1.3,0.1,0.0,0.3,3209.0,21.0,1401.0,112.0,1334.0,0.3,1.2,0.0,0.0,122.8,0.1,Caution,['PB'],Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
14.0,9.5,2.1,1.0,13.0,131.0,1.5,1.4,2.5,0.0,3.7,0.2,0.0,0.2,2789.0,22.0,1424.0,103.0,1170.0,3.4,0.3,0.0,0.0,128.6,0.1,Normal,[],Condition satisfactory.
13.0,11.0,2.8,1.1,12.0,132.0,1.7,1.3,2.6,0.0,6.7,0.2,0.0,0.2,2766.0,20.0,1402.0,105.0,1194.0,2.1,0.2,0.0,0.0,127.4,0.1,Normal,[],Condition satisfactory.
13.0,16.0,1.1,1.3,11.0,107.0,6.6,1.5,2.8,0.0,8.1,0.3,0.0,0.1,2676.0,19.0,1449.0,96.0,1146.0,2.6,0.2,0.0,0.0,127.7,0.1,Normal,[],Condition satisfactory.
11.0,8.8,1.0,0.2,16.0,30.0,146.0,1.6,2.5,0.0,1.0,0.1,0.0,0.2,2841.0,18.0,1327.0,99.0,1210.0,0.3,1.2,0.0,0.0,120.9,0.1,Caution,['PB'],Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
13.0,16.0,1.9,1.0,12.0,91.0,2.5,1.3,2.9,0.0,14.0,0.4,0.0,0.3,2620.0,19.0,1422.0,97.0,1092.0,2.3,0.2,1.3,0.0,128.6,0.1,Normal,[],Condition satisfactory.
17.0,9.1,2.2,1.5,13.0,168.0,1.2,0.0,0.9,0.0,7.1,0.4,0.1,0.1,2884.0,10.0,1347.0,104.0,1209.0,1.6,0.1,0.7,0.0,120.1,0.1,Normal,[],Condition satisfactory.
13.0,11.0,2.1,1.0,8.8,112.0,1.4,1.6,3.1,0.0,12.0,0.2,0.0,0.2,2695.0,19.0,1415.0,98.0,1149.0,2.9,0.2,0.0,0.0,128.4,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
15.0,13.0,5.1,0.8,19.0,101.0,1.3,0.3,6.5,0.0,2.6,0.5,0.1,0.1,2715.0,24.0,1331.0,110.0,1128.0,0.4,0.0,0.9,0.0,122.4,0.1,Normal,[],Condition satisfactory.
14.0,17.0,4.7,0.7,23.0,99.0,1.2,0.8,6.4,0.0,2.7,0.6,0.1,0.0,2713.0,25.0,1346.0,111.0,1122.0,0.6,0.0,0.6,0.0,123.5,0.1,Normal,[],Condition satisfactory.
14.0,12.0,4.5,0.8,23.0,110.0,1.0,0.0,6.5,0.0,2.9,0.5,0.1,0.1,2699.0,24.0,1316.0,110.0,1120.0,0.6,0.0,0.7,0.0,121.7,0.1,Normal,[],Condition satisfactory.
13.0,17.0,2.3,1.0,17.0,124.0,0.0,1.8,5.0,0.0,3.0,0.6,0.0,0.0,2871.0,17.0,1393.0,101.0,1224.0,1.0,0.2,0.0,0.0,123.4,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
12.0,19.0,2.1,0.8,17.0,91.0,0.0,1.7,4.7,0.0,2.5,0.6,0.0,0.0,2841.0,17.0,1353.0,99.0,1189.0,1.0,0.2,1.4,0.0,122.4,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
12.0,17.0,1.8,1.0,17.0,107.0,0.0,1.9,4.9,0.0,3.0,0.7,0.0,0.0,2965.0,17.0,1342.0,104.0,1235.0,1.1,0.2,0.0,0.0,121.1,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
11.0,37.0,13.0,5.3,53.0,955.0,1.2,2.6,0.9,0.0,15.0,2.8,0.2,0.3,188.0,4.8,2000.0,7.4,68.0,3.1,0.1,1.1,0.0,189.4,0.1,Serious,"['CR', 'FE', 'TI', 'ZN']",Visible debris present. Viscosity not consistent with stated grade. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
11.0,31.0,9.1,6.7,60.0,1167.0,1.0,2.9,0.7,0.0,19.0,2.0,0.2,0.3,74.0,4.7,2000.0,7.3,55.0,5.5,0.1,0.9,0.0,190.8,0.1,Serious,"['CR', 'FE', 'MN', 'CA', 'ZN', 'NI']",Viscosity not consistent with stated grade but consistent with previous sample. Visible debris present. Oil appears black sooted and consistent with used diesel engine oil. Advice : Change oil if not changed when sampled. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
4.2,21.0,6.2,4.3,107.0,809.0,7.6,5.5,0.8,0.0,17.0,1.8,0.2,0.9,138.0,5.7,2000.0,6.7,107.0,4.0,0.5,0.9,0.0,190.5,0.1,Serious,"['CR', 'FE', 'SN', 'MN', 'CA', 'ZN']",Viscosity not consistent with stated grade. Visible debris present. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
24.0,14.0,6.7,2.0,24.0,286.0,1.5,0.2,0.5,0.0,8.3,2.9,0.1,6.3,3670.0,12.0,1201.0,133.0,1532.0,0.8,0.2,1.1,0.0,113.3,0.1,Normal,"['NA', 'TI', 'BA']",Condition satisfactory.
23.0,11.0,4.6,1.4,27.0,161.0,2.1,0.0,0.6,0.0,5.5,2.4,0.1,6.1,3638.0,12.0,1191.0,131.0,1524.0,1.1,0.0,1.0,0.1,113.0,0.1,Normal,"['TI', 'BA']",Condition satisfactory.
23.0,15.0,5.9,2.0,26.0,246.0,1.1,0.0,0.3,0.0,8.2,2.3,0.1,6.3,3629.0,12.0,1185.0,132.0,1518.0,1.5,0.0,1.3,0.0,112.9,0.1,Normal,"['TI', 'BA']",Condition satisfactory.
13.0,11.0,2.7,3.8,114.0,705.0,5.0,2.5,1.2,0.0,8.0,0.1,0.1,0.9,2330.0,12.0,1478.0,86.0,981.0,0.9,0.3,0.9,0.0,127.5,0.1,Serious,"['CR', 'FE']",Visible debris present. The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Advice : Change oil if not changed when sampled. 
12.0,12.0,2.2,0.9,26.0,84.0,2.8,1.3,2.4,0.0,3.2,0.3,0.0,0.3,2573.0,20.0,1382.0,98.0,1109.0,2.4,0.3,0.0,0.0,130.5,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule. 
11.0,7.5,2.1,0.3,7.6,18.0,0.0,1.6,1.5,0.0,0.4,0.2,0.0,0.1,3274.0,20.0,1061.0,113.0,1429.0,0.3,0.2,1.6,0.0,93.7,0.1,Normal,[],Condition satisfactory.
8.0,15.0,4.0,1.6,59.0,65.0,1.6,2.0,1.0,0.0,1.2,0.3,0.0,0.5,2167.0,15.0,802.0,81.0,1092.0,0.6,0.2,1.6,0.0,68.4,0.1,Serious,[],Viscosity not consistent with stated grade. Visible debris present but wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
12.0,8.2,1.7,1.1,29.0,318.0,0.0,2.4,1.5,0.0,2.5,0.2,0.0,0.3,3612.0,22.0,1148.0,121.0,1514.0,0.5,0.2,1.7,0.1,108.0,0.1,Normal,[],Condition satisfactory.
14.0,7.2,1.5,0.2,3.7,27.0,0.0,1.6,5.5,0.0,0.7,0.2,0.1,0.2,3524.0,20.0,1110.0,125.0,1479.0,0.4,0.3,1.1,0.1,102.7,0.1,Normal,[],Condition satisfactory.
15.0,7.0,0.9,0.1,7.5,21.0,0.0,1.4,5.6,0.0,0.4,0.2,0.0,0.2,3716.0,20.0,1147.0,128.0,1546.0,0.2,0.2,1.3,0.0,108.2,0.1,Normal,[],Condition satisfactory.
15.0,6.3,0.8,0.0,3.4,15.0,0.0,1.4,5.9,0.0,0.4,0.2,0.0,0.1,3738.0,20.0,1164.0,130.0,1572.0,0.2,0.2,0.0,0.0,109.2,0.1,Normal,[],Condition satisfactory.
14.0,8.2,0.7,0.2,6.7,30.0,0.0,1.3,0.9,0.0,1.1,0.1,0.0,0.2,3315.0,15.0,1028.0,115.0,1383.0,0.7,0.2,0.0,0.0,109.3,0.1,Normal,[],Condition satisfactory.
16.0,14.0,0.8,0.7,12.0,107.0,0.0,1.2,2.1,0.0,7.6,0.2,0.0,0.1,3567.0,16.0,1121.0,120.0,1513.0,1.5,0.2,0.0,0.0,110.1,0.1,Normal,[],Condition satisfactory.
16.0,9.4,0.8,0.3,3.5,35.0,0.0,1.2,1.0,0.0,1.4,0.2,0.0,0.7,3630.0,16.0,1118.0,122.0,1499.0,0.8,0.2,0.0,0.0,110.0,0.1,Normal,[],Condition satisfactory.
15.0,5.0,0.2,0.1,1.4,35.0,30.0,1.2,1.4,0.0,0.6,0.1,0.0,0.1,3432.0,11.0,1113.0,116.0,1453.0,0.2,0.2,0.0,0.0,108.7,0.1,Normal,[],Condition satisfactory.
6.0,4.9,3.4,0.4,1.1,272.0,0.0,1.5,0.0,0.0,1.9,0.1,0.0,0.1,1509.0,5.8,685.0,166.0,617.0,0.2,0.2,1.2,0.0,32.1,0.1,Serious,[],Viscosity not consistent with stated grade but consistent with previous sample. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
13.0,7.3,2.5,0.5,15.0,163.0,0.7,0.0,2.8,0.0,1.4,0.1,0.1,0.0,2859.0,43.0,971.0,106.0,1311.0,0.2,0.0,1.5,0.1,89.3,0.1,Normal,[],Condition satisfactory.
15.0,8.7,1.3,0.0,2.3,15.0,0.7,0.0,1.5,0.0,0.4,0.2,0.0,3.2,3486.0,15.0,1097.0,117.0,1454.0,0.4,0.2,1.6,0.0,110.4,0.1,Normal,[],Condition satisfactory.
